Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
17/07/17,"8 PEMBROKE COTTAGES, BOOTERSTOWN, DUBLIN",,Dublin,425000,No,No,Second-Hand Dwelling house /Apartment,
17/07/17,"9 MADDEN RD, CIRCULAR RD SOUTH, DUBLIN 8",Dublin 8,Dublin,455000,No,No,Second-Hand Dwelling house /Apartment,
17/07/17,"9 MOUNT BELLEW RISE, LUCAN, DUBLIN",,Dublin,262000,No,No,Second-Hand Dwelling house /Apartment,
17/07/17,"KILRONAN, BALLYBOUGHAL, DUBLIN",,Dublin,672500,No,No,Second-Hand Dwelling house /Apartment,
17/07/17,"RATHENGLE, 114 MT MERRION AVENUE, BLACKROCK",,Dublin,180092,No,No,Second-Hand Dwelling house /Apartment,
17/07/17,"SHANGANAGH, 8 ALBANY COURT, BALLYBRACK",,Dublin,705000,No,No,Second-Hand Dwelling house /Apartment,
17/07/17,"THE HERMITAGE, CROSS AVE, BLACKROCK",,Dublin,7600000,No,No,Second-Hand Dwelling house /Apartment,
17/07/17,"THE HOLLOW, SPAWELL, TALLAGHT RD",,Dublin,475000,No,No,Second-Hand Dwelling house /Apartment,
17/07/17,"THE QUAY PORTRANE, DONABATE, DUBLIN",,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"1 CORBALLY CLOSE, WESTBROOK LAWNS, SAGGART",Dublin 24,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"1 DUNSEVERICK RD, CLONTARF, DUBLIN",Dublin 3,Dublin,712500,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"10 Temple View, Neptune House, Temple Crescent",,Dublin,881057,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
18/07/17,"10 Tullyhall Mews, Lucan",,Dublin,281938,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/17,"11 FARMLEIGH CLOSE, FARMLEIGH WOODS, CASTLEKNOCK",Dublin 15,Dublin,850000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"12 Hampton Gardens Grove, Balbriggan",,Dublin,215859,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/17,"13 TENTERFIELDS TOWNHOUSE, OFF DONORE AVE, SOUTH BROWN ST DUBLIN 8",Dublin 8,Dublin,360000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"14 Silverton, Harolds Grange Road, Rathfarnham",,Dublin,524228,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
18/07/17,"14 WEST RD, EAST WALL, DUBLIN 3",Dublin 3,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"154 PRIMROSE GROVE, DARNDALE, DUBLIN 17",Dublin 17,Dublin,150000,Yes,No,Second-Hand Dwelling house /Apartment,
18/07/17,"17 MOY GLAS WAY, LUCAN, DUBLIN",,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"2 Heathfield Crescent, Cappagh Road, Finglas",,Dublin,233956,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/17,"2 SUREHAVEN LAWN, PHOENIX PARK RACECOURSE, ASHTOWN DUBLIN 15",Dublin 15,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"21 HOPE AVE, EAST WALL, DUBLIN 3",Dublin 3,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"22 CANONBROOK PARK, LUCAN, DUBLIN",,Dublin,338000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"22 CAPTAINS AVE, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"25 CASTLE GROVE, KILGOBBIN WOODS, SANDYFORD DUBLIN 18",Dublin 18,Dublin,807500,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"26 SLADE CASTLE AVENUE, SAGGART, CO. DUBLIN",,Dublin,232000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"27 LONDONBRIDGE RD, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,905000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"28 BROOKDALE LAWNS, RIVERVALLEY, SWORDS",,Dublin,296000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"28 TOLKA EST, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"29 Belarmine Lawns, Belarmine Woods, Stepaside",,Dublin,365600,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
18/07/17,"31 C LANSDOWNE VALLEY, SLIEVEBLOOM RD, DRIMNAGH DUBLIN 12",Dublin 12,Dublin,157500,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"31 WIKEFORD HALL, RIVERBANK, SWORDS",,Dublin,140000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"32 BELFRY HALL, CITYWEST, DUBLIN",Dublin 24,Dublin,207500,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"41 Ascaill Pairc an tSioda, Kingswood, Dublin 24",Dublin 24,Dublin,264273,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/17,"44 EDMONDSTOWN GREEN, RATHFARNHAM, DUBLIN 16",Dublin 16,Dublin,440000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"44 LEIN RD, HARMONSTOWN ARTANE, DUBLIN 5",Dublin 5,Dublin,231000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"45 ST JOHNS COURT, ARTANE, DUBLIN 5",Dublin 5,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"50 CASTLECURRAGH VALE, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"503 THE OLD, CHOCOLATE FACTORY, KILMAINHAM DUBLIN 8",Dublin 8,Dublin,301000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"54 TEMPLE COURT, WOOD, SANTRY DUBLIN 9",Dublin 9,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"57A  NORTH CIRCULAR ROAD, DUBLIN 7",Dublin 7,Dublin,920000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"59 BRAODFORD CLOSE BALLINTEER, DUBLIN 16, DUBLIN",Dublin 15,Dublin,519000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"6 MOUNTSHANNON ROAD, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"6 TYMON VILLE AVENUE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,150000,Yes,No,Second-Hand Dwelling house /Apartment,
18/07/17,"621 HOWTH RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,1450000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"65 CLONARD COURT, BALBRIGGAN, CO DUBLIN",,Dublin,145000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"69 THE CRESCENT, ROBSWALLS, MALAHIDE",,Dublin,232500,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"7  Lonsdale, Howth Road, Blackbeans",Dublin 5,Dublin,581498,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
18/07/17,"7 CASTLEVIEW ROW, SWORDS, DUBLIN",,Dublin,326000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"70 FASSUAGH STREET, DUBLIN, CO DUBLIN",,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"79 RANELAGH ROAD, RANELAGH, DUBLIN",Dublin 6,Dublin,1265000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"8 ASHEWOOD HOUSE, KIMMAGE RD LOWER, DUBLIN 6W",,Dublin,193000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"85 MOY HOUSE, CUSTOM HOUSE SQ, IFSC DUBLIN 1",Dublin 1,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"89 HAMPTON COURT, VERNON AVE, CLONTARF",Dublin 3,Dublin,676000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"9 MONTGOMERY COURT, FOLEY ST, DUBLIN 1",Dublin 1,Dublin,238000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"9 OLDTOWN ROAD, SANTRY, DUBLIN 9",Dublin 9,Dublin,309000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"9 SWANVILLE PLACE, RATHMINES, DUBLIN 6",Dublin 6,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"98 THE MAPLES, BIRD AVE, CLONSKEAGH DUBLIN 14",Dublin 14,Dublin,410000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"APT 2 MAIN ST, RUSH, DUBLIN",,Dublin,115000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"APT 4 THE STOCKYARD, STEELWORKS, FOLEY ST DUBLIN 1",Dublin 1,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,
18/07/17,"Apt 42 Abbots Grove Avenue, Knocklyon",Dublin 16,Dublin,299560,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/17,"CULLENWAINE, TORQUAY RD, FOXROCK DUBLIN 18",Dublin 18,Dublin,2600000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"105 COOLAMBER PARK, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,548000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"11 CASTLEGRANGE DALE, CASTLEHEANY, DUBLIN 15",Dublin 15,Dublin,305000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"11 Lonsdale, Howth Road, Raheny",,Dublin,603524,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/17,"12 ARDAGH PARK, BLACK ROCK, DUBLIN",,Dublin,545000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"123 SAUL RD, DUBLIN 12, DUBLIN",Dublin 12,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"124 PALMERSTOWN WOODS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,262500,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"126 GLEANN NA RI, CABINTEELY, DUBLIN 18",Dublin 18,Dublin,260500,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"13 BUTTERFIELD CLOSE EXTENSION, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,730000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"13 KINCORA DR, CLONTARF, DUBLIN 3",Dublin 3,Dublin,850000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"14 DUNARD WALK BLACKHORSE AVE, DUBLIN",Dublin 7,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"15 TRIMLESTON RD, BOOTERSTOWN, BLACKROCK",,Dublin,750000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"18 RATHLIN RD, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"19 KILDARE PARK, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"193 TIMBERMILL, KYLEMORE ROAD, ARTANE",,Dublin,195000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/17,"1A FOXFIELD AVE, RAHENY, DUBLIN 5",Dublin 5,Dublin,520000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"2 BELVILLE, BLACKHORSE AVE, ASHTON DUBLIN 11",Dublin 4,Dublin,464000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"2 The Avenue, The Paddocks, Hansfield",Dublin 15,Dublin,325991,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/17,"21 BOROIMHE MAPLES, SWORDS, DUBLIN",,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"21 VERBENA AVE, SUTTON, DUBLIN 13",Dublin 13,Dublin,433000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"22 SANDYFORD DOWNS, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,676000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"22 THE BRAMBLES, SKERRIES, DUBLIN",,Dublin,515000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"234 MALAHIDE RD, ARTANE, DUBLIN 5",Dublin 5,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"24 ARDCOLLUM AVE, ARTANE, DUBLIN 5",Dublin 5,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"24 BELMONT HALL, MIDDLE GARDINER ST, DUBLIN 1",Dublin 1,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"24 HUNTSTOWN AVE, HUNTSTOWN, CLONSILLA DUBLIN 15",Dublin 15,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"28 DONNYBROOK COURT, BEAVER ROW, DONNYBROOK",,Dublin,339250,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"30 ALDERPARK COURT, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,161000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"33 COPPINGER GLADE, BLACKROCK, DUBLIN",,Dublin,120000,Yes,No,Second-Hand Dwelling house /Apartment,
19/07/17,"334 ST JAMESS RD, GREENHILLS, DUBLIN 12",Dublin 12,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"34 NUTLEY AVE, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,1650000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"34 USHER PARK, KNOCKSEDAN DEMESNE, SWORDS",,Dublin,363300,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/17,"35A ROSEMOUNT EST, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,528000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"37 Castlegrange Court, Castaheany",Dublin 15,Dublin,264317,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/17,"39 GARNISH SQ, WATERVILLE, DUBLIN 15",Dublin 15,Dublin,217000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"41 CYPRESS GROVE RD, TEMPLEOGUE, DUBLIN 6W",,Dublin,630000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"42 CAMDEN LOCK, SOUTH DOCK RD, RINGSEND DUBLIN 4",Dublin 4,Dublin,545000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"42 FERGUSON RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"47 DEMESNE, KILLESTER, DUBLIN 5",Dublin 5,Dublin,555000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"5 COLLINS CLOSE, COLLINS AVE, DUBLIN 9",Dublin 9,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"5 Stillorgan Gate, Upper Kilmacud Road",,Dublin,726872,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
19/07/17,"5 THE PADDOCKS GROVE, ADAMSTOWN, LUCAN",,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"51 ST FINTANS CRESCENT, SUTTON, DUBLIN 13",Dublin 13,Dublin,650000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"52 EDENMORE GREEN, RAHENY, DUBLIN 5",Dublin 5,Dublin,220000,Yes,No,Second-Hand Dwelling house /Apartment,
19/07/17,"52 OAK RD, DONNYCARNEY, DUBLIN 9",Dublin 9,Dublin,328000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"55, EDENMORE GROVE, RAHENY DUBLIN 5",Dublin 5,Dublin,146600,Yes,No,Second-Hand Dwelling house /Apartment,
19/07/17,"6 Ashfield Grove, Ridgewood, Forrest Road",,Dublin,296476,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/17,"60 ST ANTHONY'S CRESCENT, GREENHILLS, DUBLIN 12",Dublin 12,Dublin,306000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"67 ST COLUMBAS RD, GREENHILLS, DUBLIN 12",Dublin 12,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"7 PARKSIDE, CLONGRIFFIN",,Dublin,350000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/17,"75 RATHMINES TOWN CENTRE, RATHMINES, DUBLIN 6",Dublin 6,Dublin,540000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"8 GROVE PADDOCK, STILLORGAN RD, BLACKROCK",,Dublin,1000000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"9 COURTLANDS, CABINTEELY, DUBLIN 18",Dublin 18,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment,
19/07/17,"9 EMMET RD, INCHICORE, DUBLIN 8",Dublin 8,Dublin,495000,No,No,Second-Hand Dwelling house /Apartment,
